	popularity	budget	revenue	original_title	director	runtime	genres	release_date	vote_count	vote_average	release_year	release_month
1394	3.4315589999999996	90000000	524028679	Sherlock Holmes	Guy Ritchie	128	Adventure|Drama|Action|Comedy|Thriller	1/7/09	4118	6.9	2009	1
1395	3.244139	7500000	60722734	(500) Days of Summer	Marc Webb	95	Comedy|Drama|Romance	7/17/09	1778	7.3	2009	7
1396	3.1549139999999998	90000000	886686817	Ice Age: Dawn of the Dinosaurs	Carlos Saldanha	94	Animation|Comedy|Family|Adventure	6/29/09	1392	6.4	2009	6
1397	3.15306	35000000	459270619	The Hangover	Todd Phillips	100	Comedy	6/5/09	4134	7.1	2009	6
1398	3.038063	130000000	185258983	Watchmen	Zack Snyder	162	Action|Mystery|Science Fiction	3/5/09	1751	6.8	2009	3
1399	2.9797860000000003	200000000	769653595	2012	Roland Emmerich	158	Action|Adventure|Science Fiction	10/10/09	3533	5.6	2009	10
1400	2.8464650000000002	30000000	48428063	9	Shane Acker	79	Action|Adventure|Animation|Science Fiction|Thriller	8/19/09	851	6.5	2009	8
1401	2.8415619999999997	150000000	356613439	Angels & Demons	Ron Howard	138	Thriller|Mystery	5/13/09	1275	6.3	2009	5
1402	2.463982	105000000	267045765	The Princess and the Frog	Ron Clements|John Musker	97	Romance|Family|Animation|Music	12/8/09	706	6.5	2009	12
1403	2.367474	29000000	309208309	The Blind Side	John Lee Hancock	129	Drama	11/20/09	1078	7.1	2009	11
1404	2.041804	23600000	102391382	Zombieland	Ruben Fleischer	88	Comedy|Horror	10/7/09	2165	7.1	2009	10
1405	1.971027	50000000	709827462	The Twilight Saga: New Moon	Chris Weitz	130	Adventure|Fantasy|Drama|Romance	3/15/09	1388	5.6	2009	3
1406	1.926432	40000000	177259441	He's Just Not That Into You	Ken Kwapis	129	Comedy|Romance|Drama	2/6/09	612	6.0	2009	2
1407	1.906998	175000000	302469017	G.I. Joe: The Rise of Cobra	Stephen Sommers	118	Adventure|Action|Thriller|Science Fiction	8/4/09	1470	5.7	2009	8
1408	1.895894	40000000	317375031	The Proposal	Anne Fletcher	108	Comedy|Romance|Drama	6/1/09	1084	6.7	2009	6
1410	1.860267	38000000	205298907	The Ugly Truth	Robert Luketic	96	Comedy|Romance	7/24/09	584	6.3	2009	7
1411	1.849649	100000000	242988466	Cloudy with a Chance of Meatballs	Phil Lord|Christopher Miller	90	Animation|Comedy|Family	9/17/09	1116	6.4	2009	9
1412	1.826169	40000000	46471023	Fantastic Mr. Fox	Wes Anderson	87	Adventure|Animation|Comedy|Family	10/23/09	711	7.5	2009	10
1413	1.75384	60000000	124596398	Coraline	Henry Selick	100	Animation|Family	2/5/09	711	7.1	2009	2
1414	1.752134	150000000	413106170	Night at the Museum: Battle of the Smithsonian	Shawn Levy	105	Adventure|Fantasy|Action|Comedy|Family	5/20/09	1108	5.9	2009	5
1415	1.732516	20000000	136267476	17 Again	Burr Steers	102	Comedy	3/11/09	765	6.0	2009	3
1416	1.7148869999999898	200000000	325233863	A Christmas Carol	Robert Zemeckis	96	Animation|Drama	11/4/09	619	6.6	2009	11
1418	1.6738790000000001	65000000	93525586	The Lovely Bones	Peter Jackson	136	Fantasy|Drama	12/26/09	600	6.6	2009	12
1419	1.6417389999999898	26000000	183293131	Paul Blart: Mall Cop	Steve Carr	91	Action|Adventure|Comedy|Family	1/15/09	510	5.4	2009	1
1420	1.575231	16000000	47801389	Hachi: A Dog's Tale	Lasse HallstrÃ¶m	93	Drama|Family	6/13/09	976	7.7	2009	6
1421	1.542135	53000000	126690726	Law Abiding Citizen	F. Gary Gray	109	Drama|Crime|Thriller	10/15/09	900	7.2	2009	10
1422	1.5352780000000001	30000000	33333531	The Box	Richard Kelly	115	Thriller|Science Fiction	9/17/09	296	5.3	2009	9
1423	1.487114	20000000	34560577	Crank: High Voltage	Mark Neveldine|Brian Taylor	96	Action|Thriller|Crime	4/16/09	560	5.9	2009	4
1424	1.453639	33000000	20645327	Pandorum	Christian Alvart	108	Action|Horror|Mystery|Science Fiction|Thriller	9/8/09	406	6.2	2009	9
1426	1.398364	30000000	90842646	Drag Me to Hell	Sam Raimi	99	Horror|Thriller	3/15/09	498	6.1	2009	3
1427	1.358965	26000000	0	Splice	Vincenzo Natali	104	Thriller|Science Fiction	10/6/09	374	5.3	2009	10
1428	1.357091	50000000	155446362	Knowing	Alex Proyas	121	Action|Adventure|Drama|Mystery|Science Fiction	3/19/09	817	5.7	2009	3
1429	1.3282180000000001	5000000	9760104	Moon	Duncan Jones	97	Science Fiction|Drama	6/12/09	1027	7.4	2009	6
1430	1.324927	150000000	292817841	G-Force	Hoyt Yeatman	88	Fantasy|Action|Adventure|Family|Comedy	7/21/09	340	5.1	2009	7
1432	1.30199	100000000	150166126	The Taking of Pelham 1 2 3	Tony Scott	106	Thriller|Drama|Crime	6/11/09	551	6.1	2009	6
1433	1.297769	18500000	31912793	The Invention of Lying	Ricky Gervais|Matthew Robinson	100	Comedy|Romance|Fantasy	9/13/09	305	5.8	2009	9
1434	1.290519	40000000	108332743	Confessions of a Shopaholic	P.J. Hogan	104	Comedy|Romance	2/5/09	445	6.0	2009	2
1436	1.267182	50000000	40828540	Gamer	Mark Neveldine|Brian Taylor	95	Action|Thriller|Science Fiction	9/3/09	484	5.6	2009	9
1438	1.26001	47000000	3547209	Mr. Nobody	Jaco Van Dormael	141	Science Fiction|Drama|Romance|Fantasy	9/11/09	827	7.8	2009	9
1439	1.232312	70000000	171844840	Couples Retreat	Peter Billingsley	113	Comedy|Romance	9/19/09	372	5.3	2009	9
1440	1.223786	26000000	43318349	Brothers	Jim Sheridan	104	Drama|Thriller|War	1/27/09	381	6.7	2009	1
1441	1.2186569999999999	32000000	27635305	The Road	John Hillcoat	111	Adventure|Drama	11/25/09	600	6.7	2009	11
1442	1.19445499999999	175000000	381509870	Monsters vs Aliens	Rob Letterman|Conrad Vernon	94	Animation|Family|Adventure|Science Fiction	3/19/09	932	6.0	2009	3
1443	1.159118	3000000	2357852	Fish Tank	Andrea Arnold	123	Drama	5/14/09	124	6.6	2009	5
1444	1.14937	40000000	129540499	Julie & Julia	Nora Ephron	123	Romance|Drama	8/6/09	341	6.5	2009	8
1445	1.145724	15000000	8459458	Chloe	Atom Egoyan	96	Drama|Thriller|Mystery	3/25/09	297	5.9	2009	3
1446	1.138277	80000000	214104620	Public Enemies	Michael Mann	140	History|Crime|Drama	7/1/09	853	6.5	2009	7
1448	1.104112	16000000	31556061	Jennifer's Body	Karyn Kusama	100	Comedy|Horror	9/18/09	441	5.2	2009	9
1449	1.0990030000000002	20000000	41596251	Orphan	Jaume Collet-Serra	123	Horror|Thriller|Mystery	7/24/09	707	6.5	2009	7
1450	1.085541	15000000	40105542	All About Steve	Phil Traill	99	Comedy	9/4/09	192	4.6	2009	9
1451	1.083957	40000000	186167139	The Final Destination	David R. Ellis	82	Horror|Mystery	8/26/09	472	5.5	2009	8
1452	1.080415	75000000	443140005	Alvin and the Chipmunks: The Squeakquel	Betty Thomas	88	Comedy|Family|Animation|Fantasy|Music	12/21/09	414	5.3	2009	12
1453	1.075405	4500000	3606395	After.Life	Agnieszka Wojtowicz-Vosloo	104	Drama|Horror|Mystery|Thriller	11/7/09	130	5.2	2009	11
1454	1.074072	30000000	114663461	Bride Wars	Gary Winick	89	Comedy	1/9/09	501	5.8	2009	1
1455	1.065548	10000000	63647833	Precious	Lee Daniels	110	Drama	11/6/09	205	6.8	2009	11
1456	1.04373799999999	60000000	87784194	State of Play	Kevin Macdonald	127	Action	4/17/09	257	6.6	2009	4
1457	1.039442	16000000	76514050	The Unborn	David S. Goyer	87	Horror|Thriller|Mystery	1/9/09	186	4.9	2009	1
1458	1.037708	14700000	8049666	New York, I Love You	Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang	103	Drama|Comedy|Romance	10/16/09	116	5.6	2009	10
1459	1.022125	41000000	91636986	I Love You, Man	John Hamburg	105	Comedy	3/20/09	304	6.4	2009	3
1460	1.01800499999999	22000000	35424826	The Informant!	Steven Soderbergh	108	Comedy|Crime|Drama|Thriller	9/18/09	170	6.0	2009	9
1461	1.0147059999999999	50000000	106303988	Race to Witch Mountain	Andy Fickman	98	Adventure|Family|Fantasy|Science Fiction|Thriller	3/12/09	308	5.4	2009	3
1462	0.9992989999999999	27000000	29000000	Case 39	Christian Alvart	109	Horror|Mystery|Thriller	8/13/09	298	6.0	2009	8
1463	0.967776	50000000	36348784	The Boat That Rocked	Richard Curtis	116	Drama|Comedy	4/1/09	392	7.1	2009	4
1465	0.966959	20000000	51416464	Daybreakers	Michael Spierig|Peter Spierig	98	Fantasy|Horror|Action|Thriller|Science Fiction	1/6/09	368	5.9	2009	1
1466	0.965516	39000000	101229792	The Time Traveler's Wife	Robert Schwentke	107	Drama|Romance|Fantasy	8/14/09	478	6.5	2009	8
1468	0.9537049999999999	11000000	791867	Antichrist	Lars von Trier	108	Drama|Horror|Thriller	5/18/09	333	6.2	2009	5
1470	0.908112	18000000	36133014	Love Happens	Brandon Camp	109	Drama|Romance	9/18/09	117	5.5	2009	9
1471	0.9074479999999999	38000000	45465299	Push	Paul McGuigan	111	Action	2/6/09	367	5.8	2009	2
1472	0.905416	17000000	29536299	Brooklyn's Finest	Antoine Fuqua	133	Crime|Drama|Thriller	1/16/09	161	6.1	2009	1
1473	0.9017299999999999	11000000	68233629	Saw VI	Kevin Greutert	90	Horror|Mystery	10/22/09	379	5.9	2009	10
1474	0.8942680000000001	35000000	27409889	The Young Victoria	Jean-Marc VallÃ©e	105	Drama|History|Romance	3/4/09	201	6.9	2009	3
1475	0.884343	7000000	31430334	A Serious Man	Ethan Coen|Joel Coen	105	Comedy|Drama	10/2/09	240	6.4	2009	10
1476	0.883984	14000000	22852638	A Perfect Getaway	David Twohy	98	Thriller|Mystery|Adventure	6/8/09	185	6.1	2009	6
1478	0.850476	40000000	12206028	Whiteout	Dominic Sena	101	Action|Crime|Mystery|Thriller	9/9/09	114	5.2	2009	9
1481	0.8342	13000000	10652035	I Love You Phillip Morris	Glenn Ficarra|John Requa	98	Comedy|Drama|Romance	1/18/09	311	6.3	2009	1
1482	0.8305969999999989	13000000	754249	Enter the Void	Gaspar NoÃ©	161	Fantasy|Drama	5/5/09	195	7.1	2009	5
1483	0.8285319999999989	7000000	0	A Single Man	Tom Ford	101	Drama|Romance	10/19/09	252	7.3	2009	10
1484	0.826039	20000000	17280326	12 Rounds	Renny Harlin	108	Action|Adventure|Drama|Thriller	3/19/09	130	5.9	2009	3
1485	0.817983	8000000	0	Green Street Hooligans 2	Jesse V. Johnson	94	Action|Drama|Thriller	3/5/09	56	5.2	2009	3
1486	0.816681	9000000	70000000	3 Idiots	Rajkumar Hirani	170	Drama|Comedy|Romance	12/23/09	662	7.8	2009	12
1487	0.8133229999999989	150000000	836297228	Transformers: Revenge of the Fallen	Michael Bay	150	Science Fiction|Action|Adventure	6/19/09	2230	6.0	2009	6
1488	0.811236	24000000	68729358	The Men Who Stare at Goats	Grant Heslov	93	Comedy|War	10/17/09	435	5.8	2009	10
1489	0.8048569999999989	15000000	0	Whatever Works	Woody Allen	92	Comedy|Romance	6/19/09	174	6.7	2009	6
1490	0.7967609999999989	40000000	60462347	Ninja Assassin	James McTeigue	99	Action|Crime|Thriller	9/29/09	218	6.1	2009	9
1491	0.790326	20000000	5210988	Bandslam	Todd Graff	111	Comedy|Drama|Family|Music	8/6/09	75	5.5	2009	8
1492	0.7863899999999989	100000000	100086793	Where the Wild Things Are	Spike Jonze	101	Family|Fantasy	10/16/09	312	6.3	2009	10
1493	0.786159	85000000	219103655	It's Complicated	Nancy Meyers	121	Comedy|Romance	12/23/09	225	6.2	2009	12
1494	0.778435	500000	0	Elsewhere	Nathan Hope	100	Crime|Drama|Thriller	1/15/09	18	5.8	2009	1
1496	0.7672640000000001	18000000	0	I Love You, Beth Cooper	Chris Columbus	102	Comedy|Romance	7/10/09	106	4.9	2009	7
1497	0.7671439999999989	18000000	0	Youth in Revolt	Miguel Arteta	87	Drama|Comedy|Romance	9/11/09	194	5.8	2009	9
1498	0.760048	100000000	68688831	Land of the Lost	Brad Silberling	102	Adventure|Comedy|Science Fiction	6/5/09	220	5.4	2009	6
1499	0.7563850000000001	60000000	122233971	Invictus	Clint Eastwood	134	Drama|History	12/10/09	675	6.9	2009	12
1500	0.748763	70000000	104945765	Planet 51	Jorge Blanco|Javier Abad|Marcos MartÃ­nez	91	Science Fiction|Animation|Family|Comedy|Adventure	11/19/09	354	5.7	2009	11
1504	0.725654	3500000	0	Green Lantern: First Flight	Lauren Montgomery	75	Animation|Science Fiction|Action	7/28/09	51	6.2	2009	7
1505	0.720352	8000000	0	The Tournament	Scott Mann	95	Horror|Action|Thriller	5/1/09	91	5.7	2009	5
1506	0.717595	60000000	62357900	Year One	Harold Ramis	97	Comedy|Adventure	6/18/09	312	4.5	2009	6
1507	0.713022	4500000	744816	Life During Wartime	Todd Solondz	97	Comedy|Drama	10/10/09	11	5.1	2009	10
1508	0.710966	12000000	1644755	Ondine	Neil Jordan	111	Drama|Romance	9/14/09	36	6.2	2009	9
1510	0.694443	15000000	100734718	My Bloody Valentine	Patrick Lussier	101	Mystery|Horror	1/16/09	151	5.3	2009	1
1511	0.691392	87000000	0	Arthur et la vengeance de Maltazard	Luc Besson	93	Adventure|Fantasy|Animation|Family	11/26/09	196	5.3	2009	11
1514	0.6642	35000000	92219310	Old Dogs	Walt Becker	88	Comedy|Family	11/24/09	124	5.2	2009	11
1516	0.661609	70000000	39041505	Agora	Alejandro AmenÃ¡bar	127	Adventure|Drama|History	5/17/09	238	6.6	2009	5
1517	0.654405	8000000	0	Mary and Max	Adam Elliot	92	Animation|Comedy|Drama	2/9/09	359	7.5	2009	2
1518	0.652939	8000000	10629321	The Boondock Saints II: All Saints Day	Troy Duffy	118	Action|Thriller|Crime	11/24/09	151	5.9	2009	11
1519	0.643829	25000000	10589102	The Bad Lieutenant: Port of Call - New Orleans	Werner Herzog	122	Drama|Crime	9/11/09	157	5.8	2009	9
1520	0.6431640000000001	30000000	61808775	The Imaginarium of Doctor Parnassus	Terry Gilliam	123	Adventure|Fantasy|Mystery	10/1/09	502	6.2	2009	10
1521	0.642045	20000000	1017401	Horsemen	Jonas Ã…kerlund	90	Crime|Drama|Horror|Mystery|Thriller	2/6/09	63	6.0	2009	2
1522	0.6300680000000001	20000000	22942221	Armored	NimrÃ³d Antal	88	Action|Crime|Drama|Thriller	12/4/09	117	5.6	2009	12
1524	0.6179680000000001	10000000	0	L'ArmÃ©e du crime	Robert GuÃ©diguian	139	Drama|Foreign|History	5/17/09	20	6.7	2009	5
1527	0.608282	40000000	28169671	Cirque du Freak: The Vampire's Assistant	Paul Weitz	109	Adventure|Fantasy|Action|Thriller	10/23/09	218	5.5	2009	10
1529	0.606857	9000000	985117	Leaves of Grass	Tim Blake Nelson	104	Comedy|Crime|Drama|Thriller	9/13/09	67	5.6	2009	9
1530	0.60652	7500000	26096852	An Education	Lone Scherfig	100	Drama|Romance	10/29/09	234	6.8	2009	10
1531	0.604388	75000000	61458982	Funny People	Judd Apatow	146	Comedy|Drama	7/31/09	213	5.5	2009	7
1533	0.598075	25000000	163670000	Up in the Air	Jason Reitman	109	Drama|Romance	9/5/09	751	6.6	2009	9
1534	0.595489	65000000	44091067	Astro Boy	David Bowers	94	Animation|Action|Family|Science Fiction	10/15/09	284	6.0	2009	10
1535	0.59517	50000000	60161391	The International	Tom Tykwer	118	Drama|Thriller|Crime	2/3/09	207	5.8	2009	2
1536	0.589183	12000000	0	Triangle	Christopher Smith	99	Horror	10/16/09	269	7.0	2009	10
1538	0.582225	14000000	875386	Universal Soldier: Regeneration	John Hyams	97	Adventure|Action|Science Fiction|Thriller	10/1/09	64	5.3	2009	10
1539	0.580292	85000000	363164265	Fast & Furious	Justin Lin	107	Action|Crime|Drama|Thriller	4/2/09	1661	6.4	2009	4
1542	0.576401	20000000	17436509	Capitalism: A Love Story	Michael Moore	120	Documentary	9/6/09	78	6.9	2009	9
1543	0.569571	12000000	0	Grey Gardens	Michael Sucsy	104	Drama|History|TV Movie	4/18/09	24	6.4	2009	4
1544	0.569435999999999	25000000	0	Thick as Thieves	Mimi Leder	104	Action|Thriller|Crime	1/9/09	117	5.6	2009	1
1545	0.566149	40000000	0	Che: Part Two	Steven Soderbergh	131	Drama|History|War	1/24/09	86	6.4	2009	1
1546	0.565345	15000000	39421467	Halloween II	Rob Zombie	105	Horror	8/28/09	131	5.2	2009	8
1549	0.551708	22000000	0	Middle Men	George Gallo	105	Drama|Comedy|Crime	5/17/09	49	6.6	2009	5
1550	0.549975	35000000	155545279	Hannah Montana: The Movie	Peter Chelsom	102	Comedy|Drama|Family|Music|Romance	4/10/09	247	5.8	2009	4
1552	0.544071	15000000	8786375	Banlieue 13 - Ultimatum	Patrick Alessandrin	101	Action|Thriller|Crime	2/18/09	193	5.9	2009	2
1553	0.54269	8000000	0	Baby on Board	Brian Herzlinger	95	Comedy|Romance	6/9/09	16	4.8	2009	6
1554	0.53923	45000000	57881056	Aliens in the Attic	John Schultz	86	Adventure|Comedy|Family|Fantasy|Science Fiction	7/31/09	146	5.1	2009	7
1555	0.53765	12000000	0	Tell-Tale	Michael Cuesta	92	Drama|Horror|Mystery|Thriller	4/24/09	18	4.8	2009	4
1558	0.536017	3400000	9444018	The Collector	Marcus Dunstan	88	Horror|Thriller	7/9/09	172	6.2	2009	7
1560	0.534927	4300000	0	Beautiful Kate	Rachel Ward	90	Drama|Foreign|Mystery	6/13/09	10	6.2	2009	6
1561	0.534693	3000000	18097	Women in Trouble	Sebastian Gutierrez	92	Comedy|Drama	11/13/09	11	4.5	2009	11
1562	0.5291600000000001	10000000	42333295	The Fourth Kind	Olatunde Osunsanmi	98	Science Fiction|Thriller	11/6/09	244	5.6	2009	11
1563	0.52377	6000000	0	Glorious 39	Stephen Poliakoff	129	War|Drama|History|Thriller	11/20/09	15	5.1	2009	11
1564	0.520419	15000000	5024782	Solitary Man	Brian Koppelman|David Levien	90	Comedy|Drama|Romance	9/7/09	42	5.7	2009	9
1568	0.510379	800000	867714	The Disappearance of Alice Creed	J Blakeson	100	Crime|Drama|Thriller	9/12/09	74	6.3	2009	9
1569	0.508705	78146652	60000000	Duplicity	Tony Gilroy	125	Thriller	3/19/09	124	5.5	2009	3
1570	0.507995	3500000	0	Wild Cherry	Dana Lustig	120	Comedy	2/7/09	14	5.2	2009	2
1572	0.501753	10000000	0	Cabin Fever 2: Spring Fever	Ti West	87	Horror	8/11/09	42	4.0	2009	8
1573	0.495483	5100000	0	Shrink	Jonas Pate	104	Comedy|Drama	6/8/09	23	6.0	2009	6
1577	0.49236599999999997	8500000	4440055	Bright Star	Jane Campion	119	Drama|Romance	11/5/09	65	6.3	2009	11
1580	0.486687	10000000	0	Ninja	Isaac Florentine	83	Action|Crime|Drama|Thriller	10/22/09	54	5.4	2009	10
1582	0.480074	9500000	17164377	Adventureland	Greg Mottola	107	Comedy	4/3/09	400	6.3	2009	4
1583	0.47888800000000004	8000000	10848783	Extract	Mike Judge	92	Comedy	9/3/09	94	5.8	2009	9
1585	0.47668699999999997	3500000	44462	Defendor	Peter Stebbings	101	Drama|Action|Comedy|Crime	9/12/09	85	6.3	2009	9
1588	0.472113	80000000	53825515	Nine	Rob Marshall	112	Drama|Music|Romance	12/3/09	95	5.0	2009	12
1590	0.471747	6500000	1521261	The Messenger	Oren Moverman	113	Drama|History	11/13/09	61	6.9	2009	11
1592	0.47063999999999995	6300000	0	Without a Paddle: Nature's Calling	Ellory Elkayem	96	Action|Adventure|Comedy	1/13/09	10	5.5	2009	1
1593	0.461154	17000000	14899417	Away We Go	Sam Mendes	98	Drama|Comedy|Romance	6/5/09	103	6.6	2009	6
1594	0.45893199999999995	17000000	20455276	My Life in Ruins	Donald Petrie	95	Comedy|Romance	2/6/09	56	5.7	2009	2
1595	0.457298	30000000	95714875	My Sister's Keeper	Nick Cassavetes	109	Drama	6/26/09	354	7.0	2009	6
1599	0.44710600000000006	60000000	31720158	The Soloist	Joe Wright	109	Drama	4/24/09	133	6.5	2009	4
1601	0.44144399999999995	19000000	91379051	Friday the 13th	Marcus Nispel	97	Horror	2/11/09	275	5.6	2009	2
1602	0.439396	6000000	0	The Greatest	Shana Feste	99	Drama|Romance	1/17/09	19	6.2	2009	1
1603	0.438147	25000000	1037335	Crossing Over	Wayne Kramer	113	Drama	2/27/09	49	5.8	2009	2
1605	0.430617	7000000	0	Mother and Child	Rodrigo GarcÃ­a	125	Drama|Romance	11/7/09	22	6.7	2009	11
1607	0.429492	7300000	10329747	Harry Brown	Daniel Barber	103	Thriller|Crime|Drama|Action	11/11/09	172	6.6	2009	11
1608	0.427479	80000000	122444772	Surrogates	Jonathan Mostow	89	Action|Science Fiction|Thriller	9/24/09	755	5.7	2009	9
1610	0.426762	3700000	0	Blood and Bone	Ben Ramsey	93	Drama|Action|Thriller	2/7/09	63	6.9	2009	2
1612	0.426205	50000000	12764201	Street Fighter: The Legend of Chun-Li	Andrzej Bartkowiak	97	Action|Adventure|Science Fiction|Thriller	2/27/09	71	4.1	2009	2
1613	0.424415	35000000	73034460	Hotel for Dogs	Thor Freudenthal	100	Comedy|Family	1/16/09	108	5.6	2009	1
1615	0.42089	9000000	0	Veronika Decides to Die	Emily Young	103	Drama|Romance	5/16/09	38	5.9	2009	5
1618	0.415099	20000000	73830340	Obsessed	Steve Shill	108	Drama|Thriller	4/24/09	67	5.5	2009	4
1619	0.41491000000000006	15000000	113221	Tetro	Francis Ford Coppola	127	Drama|Mystery	6/11/09	19	6.7	2009	6
1620	0.24981799999999998	4500000	0	Children of the Corn	Donald P. Borchers	92	Drama|Horror|Thriller	9/26/09	23	4.2	2009	9
1621	0.412708	10000000	0	The Keeper	Keoni Waxman	94	Action|Adventure|Thriller	10/3/09	16	5.0	2009	10
1625	0.409005	15000000	16633035	Whip It	Drew Barrymore	111	Drama	9/13/09	214	6.6	2009	9
1626	0.408711	6400000	0	The Trotsky	Jacob Tierney	120	Comedy	9/11/09	14	5.8	2009	9
1627	0.40847	5060730	0	Metropia	Tarik Saleh	86	Animation|Drama|Science Fiction|Thriller	10/21/09	29	6.2	2009	10
1629	0.405828	60000000	0	Michael Jackson's This Is It	Kenny Ortega	111	Music|Documentary	10/28/09	156	6.6	2009	10
1633	0.401071	10000000	0	Dolan's Cadillac	Jeff Beesley	81	Drama|Thriller	10/23/09	13	5.6	2009	10
1637	0.39561599999999997	45000000	7810000	Solomon Kane	Michael J. Bassett	104	Adventure|Fantasy|Action|Science Fiction	9/16/09	230	5.5	2009	9
1639	0.394989	4000000	143191	Survival of the Dead	George A. Romero	90	Horror|Science Fiction	9/9/09	35	4.6	2009	9
1641	0.393762	10000000	0	The Devil's Tomb	Jason Connery	90	Action|Horror|Thriller|Science Fiction	5/26/09	24	3.9	2009	5
1644	0.391859	150000000	341131793	X-Men Origins: Wolverine	Gavin Hood	107	Adventure|Action|Thriller|Science Fiction	4/28/09	2784	6.2	2009	4
1647	0.388227	10000000	0	Mammoth	Lukas Moodysson	125	Drama|Romance	1/19/09	19	5.7	2009	1
1648	0.38802600000000004	4000000	4100000	S. Darko	Chris Fisher	103	Thriller|Crime|Science Fiction|Mystery	4/28/09	63	3.8	2009	4
1653	0.37852199999999997	2900000	296557	Black Dynamite	Scott Sanders	90	Action|Comedy	10/16/09	102	7.4	2009	10
1655	0.37654299999999996	6000000	6670712	City Island	Raymond De Felitta	104	Drama|Comedy	3/6/09	51	6.3	2009	3
1658	0.37049699999999997	40000000	19258519	Amelia	Mira Nair	111	Drama|Adventure|Romance	10/22/09	41	5.3	2009	10
1666	0.363832	25000000	4388563	Beyond a Reasonable Doubt	Peter Hyams	105	Drama	2/5/09	42	5.6	2009	2
1670	0.088773	35000000	0	BaarÃ¬a	Giuseppe Tornatore	150	Drama|Comedy	9/2/09	56	6.9	2009	9
1672	0.356006	425000	0	Hunter Prey	Sandy Collora	90	Science Fiction|Thriller	1/1/09	22	5.5	2009	1
1674	0.35320300000000004	8000000	29010817	New in Town	Jonas Elmer	97	Comedy|Romance	1/30/09	50	5.3	2009	1
1675	0.348842	25000000	2336172	Me and Orson Welles	Richard Linklater	114	Comedy|Drama|Romance	11/25/09	24	6.4	2009	11
1676	0.34770700000000004	40000000	28972508	Shorts	Robert Rodriguez	89	Comedy|Family	8/21/09	20	4.8	2009	8
1680	0.33965700000000004	7000000	0	In Her Skin	Simone North	107	Drama|Thriller	3/13/09	17	6.1	2009	3
1685	0.336167	55000000	0	Imagine That	Karey Kirkpatrick	107	Comedy|Drama|Family|Fantasy	6/19/09	77	5.7	2009	6
1692	0.32918000000000003	10000000	0	Gentlemen Broncos	Jared Hess	89	Action|Comedy|Thriller	9/30/09	23	5.9	2009	9
1693	0.32336	10000000	0	Walled In	Gilles Paquet-Brenner	92	Horror|Thriller	2/20/09	26	4.9	2009	2
1694	0.32261999999999996	2011799	0	The Human Centipede (First Sequence)	Tom Six	92	Horror	4/26/09	254	5.0	2009	4
1696	0.32232	100000000	0	Dragonball Evolution	James Wong	85	Action|Adventure|Fantasy|Science Fiction|Thriller	4/1/09	261	3.1	2009	4
1697	0.232913	8500000	0	The Countess	Julie Delpy	98	Drama|History|Horror	2/9/09	20	5.1	2009	2
1698	0.319742	20000000	0	John Rabe	Florian Gallenberger	134	Drama|History|War	4/2/09	18	7.2	2009	4
1699	0.31953200000000004	12500000	27206120	Sorority Row	Stewart Hendler	101	Horror|Mystery|Thriller	9/9/09	92	5.3	2009	9
1700	0.317799	5000000	0	Hardwired	Ernie Barbarash|Tia Buhl	94	Action|Adventure|Science Fiction|Thriller	11/3/09	17	4.9	2009	11
1701	0.317301	20000000	0	The Maiden Heist	Peter Hewitt	91	Comedy|Crime	5/9/09	41	5.7	2009	5
1708	0.309467	14000000	0	Giallo	Dario Argento	92	Horror|Thriller|Crime|Mystery	6/25/09	15	3.6	2009	6
1714	0.300313	4500000	0	Stay Cool	Michael Polish	94	Comedy	4/23/09	11	4.5	2009	4
1718	0.29476199999999997	6500000	0	Open Graves	Ãlvaro de ArmiÃ±Ã¡n	88	Horror|Thriller	9/19/09	12	4.6	2009	9
1722	0.292324	23000000	9366227	ChÃ©ri	Stephen Frears	86	Drama|Comedy|Romance	2/10/09	29	5.8	2009	2
1724	0.290674	10000000	7022728	The Joneses	Derrick Borte	96	Comedy|Drama	9/13/09	117	6.0	2009	9
1728	0.285353	20000000	18599102	Fired Up!	Will Gluck	90	Comedy|Romance	2/20/09	103	5.9	2009	2
1734	0.278321	10000000	295750	World's Greatest Dad	Bobcat Goldthwait	99	Comedy|Romance	8/20/09	67	6.3	2009	8
1736	0.272422	1700000	1007962	The Girlfriend Experience	Steven Soderbergh	77	Comedy|Drama	1/20/09	41	5.5	2009	1
1737	0.27114699999999997	10000000	0	Night of the Demons	Adam Gierasch	93	Horror	8/30/09	19	4.2	2009	8
1744	0.265119	6500000	0	A Dangerous Man	Keoni Waxman	94	Action|Adventure|Thriller	1/1/09	19	4.8	2009	1
1756	0.249295	15000000	6405245	Post Grad	Vicky Jenson	89	Comedy	8/21/09	63	5.1	2009	8
1757	0.32124400000000003	5000000	0	Grace	Paul Solet	94	Horror|Thriller	8/14/09	21	4.9	2009	8
1758	0.118533	1000000	1296971	Paper Heart	Nicholas Jasenovec	88	Comedy|Drama|Romance	7/31/09	17	5.1	2009	7
1761	0.24223899999999998	40000000	0	Ben 10: Alien Swarm	Alex Winter	69	Adventure	1/1/09	23	4.4	2009	1
1771	0.23095300000000002	21000000	0	Everybody's Fine	Kirk Jones	99	Drama	12/4/09	148	6.5	2009	12
